"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","F1"
0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,539.464930653483
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,374.929336594893
1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,566.053559433206
1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,603.462174773766
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,363.8105966121
0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,564.596153416046
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,380.576013976133
0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,398.2148955751
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,351.461586881642
1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,536.147715917165
1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,515.449578363217
0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,492.40552119744
1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,490.628130150566
1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,539.595104512754
1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,487.361420512493
0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,634.129792287861
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,387.337420741802
0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,596.515506802459
0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,521.096306056615
0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,490.224212156033
0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,462.697665225952
0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,516.888734618116
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,397.5387896063
0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,467.867629120492
1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,537.471354839572
0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,476.656262230468
0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,415.490611360758
0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,467.787232119764
0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,511.375382214664
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,642.028599294956
0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,439.817509419202
0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,518.882079799034
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,358.404282605041
0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,434.369998094637
1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,633.771281826174
0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,505.403285402377
0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,409.698045019421
1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,562.281575477477
1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,634.704164990501
1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,544.010994285274
0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,453.339728503911
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,382.154977701971
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,728.198029979946
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,408.708459665893
1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,469.251466581563
0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,423.93925338437
0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,405.478788223931
0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,400.477562494616
0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,470.501260653072
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,383.496833925534
0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,482.963304086569
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,343.084942848877
1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,543.133706085142
0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,511.126067281048
0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,576.585225082705
0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,485.847896930823
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,412.664527353318
0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,436.794558137926
0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,467.300649421757
0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,574.13086308365
0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,434.407509702156
1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,659.274626862947
0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,514.955427168651
0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,457.477423088247
0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,491.155752743277
0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,380.51668420981
1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,593.114842307772
0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,565.597236479038
0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,540.841161184188
0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,515.997970918789
0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,426.630076182093
0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,437.35169992521
0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,436.378761887847
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,393.861014384879
0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,470.048151811913
1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,489.686150577402
1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,487.025762848953
0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,537.206686299809
0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,459.559202919108
0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,518.482130662988
1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,543.133706085142
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,345.960790021202
1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,467.049930943205
1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,487.575088111407
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,387.681170967066
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,380.032667273138
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,328.551246062944
0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,425.855119794164
1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,578.239247540509
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,360.725164420566
1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,566.18877547054
0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,404.385733468552
1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,492.526441756033
0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,460.43280868712
0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,594.064800913528
1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,465.95900819096
0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,407.833074875185
1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,542.085581789656
1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,579.109236239959
0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,543.708619386842
1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,544.010994285274
0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,518.882079799034
0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,463.995688771655
0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,461.000609557252
0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,507.089949371269
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,628.396118767183
0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,517.84821794533
0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,543.161597130273
0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,489.331050024815
1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,626.241638045597
0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,590.824494401454
1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,515.264054512683
0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,390.655155625457
0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,412.98917720446
0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,470.69767316893
1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,544.439249900204
0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,466.784246744186
0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,462.407201275866
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,617.639129472839
0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,434.391468271747
0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,427.246929567166
0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,520.608301526422
0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,596.523637073701
1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,516.673869388381
0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,519.926796625124
1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,519.066643573839
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,687.991972288646
1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,541.68863530268
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,354.113421165378
0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,467.986574590508
0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,429.516530080474
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,337.113677949896
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,337.50096832034
1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,563.993834385796
0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,536.227328009451
0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,467.867629120492
1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,609.927873681319
0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,469.928604798389
1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,463.205235184442
0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,631.147168697779
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,642.736686429296
1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,565.08859648186
1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,435.932998634552
1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,526.507176469749
0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,430.402566411515
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.821391557157
0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,660.525077412518
0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,494.689731764622
0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,463.611095214176
0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,407.180147390313
1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,658.127592589044
0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,485.989707335293
0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,466.993795445103
1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,562.618129588731
0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,615.842637601283
0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,440.69736100329
0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,540.531809858327
1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,523.34337414742
0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,487.348998178871
1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,575.650142367975
0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,438.055344242102
0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,518.707847133243
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,362.14290507155
0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,445.951512679901
0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,417.67261691507
1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,580.742921883656
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,382.154977701971
0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,467.020881657069
0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,414.497055841821
1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,518.907571483278
0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,515.316501199677
1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,463.791723630768
0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,517.317683665291
0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,573.171616030933
0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,441.62035804738
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,409.197586998318
1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,516.445026614885
1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,544.058913524656
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,381.170084390282
0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,484.578599394268
1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,469.515649270524
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,329.724537155968
0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,521.374212591672
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,337.50096832034
1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,616.196563666218
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,413.860082896665
1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,491.417824440374
1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,514.448302248439
0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,448.835315527436
1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,606.861443597535
0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,465.604740372677
0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,515.925956589512
0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,493.965356290912
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,660.695725172382
0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,484.29599107293
0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,439.817509419202
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,728.198029979946
1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,617.589869909634
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,365.913517257134
0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,565.301821998037
0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,447.72307191142
0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,536.667308569901
0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,421.672275532104
0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,485.791239937806
1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,612.402070364289
1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,496.68210369421
1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,549.994534408515
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,384.858846061668
0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,429.516530080474
0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,563.718553957661
1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,539.56056643668
1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,469.393005175552
0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,466.272523898852
0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,515.925956589512
1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,464.382204158294
0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,516.084838720296
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,424.561628411352
1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,433.906791603289
0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,510.890690956929
0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,591.093281646524
1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,454.502078554014
0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,537.905477160246
0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,559.252611183752
0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,536.160567621686
0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,462.480826973632
0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,540.228496399448
0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,538.89380966237
0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,614.531795313023
1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,487.337136830012
1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,519.184828985653
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,617.639129472839
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,697.011600690545
0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,566.388555636589
1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,634.647999666583
0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,438.055344242102
0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,441.061349767936
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,361.546235571493
0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,660.651557981801
0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,493.263218254096
0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,430.271549109498
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,642.028599294956
0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,438.126380035462
0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,496.612908713952
1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,574.937866925547
1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,544.010484410067
0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,515.115944370519
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,384.937887327515
1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,488.353914004532
1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,492.175227354104
0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,597.967394133116
0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,513.499726425797
1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,433.916974938861
0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,448.007270896253
0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,469.25753802459
1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,492.755421873002
1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,570.488472076454
0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,470.060168161068
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,357.127106903471
0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,487.348998178871
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,376.440684256081
0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,478.661231855969
0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,513.980753926761
1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,445.938196272921
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,346.964316439303
0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,587.690038822849
0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,545.974966495218
0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,460.990072271973
1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,525.734465743462
0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,488.176770017879
0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,437.315703261528
0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,532.731382989011
0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,545.205579838234
0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,490.132272467252
0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,632.12890830106
1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,516.857875948194
0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,438.782865440817
0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,541.710106209884
1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,488.947143962501
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,359.488667149362
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,728.198029979946
0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,451.488881232112
1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,521.903546836935
0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,514.174155982839
0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,440.607670558732
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,358.392014992054
1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,523.448001936668
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,366.861561643674
1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,514.431563154045
1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,572.135845494183
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,694.510120642028
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,660.695725172382
1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,543.830905766844
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,346.567447437287
1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,568.103499653465
0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,465.914721460334
1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,430.707050248653
0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,400.782094361179
0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,604.915045842431
0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,464.398375802725
0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,630.482943303024
0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,492.569589726559
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,323.054056300268
0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,438.782865440817
1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,605.751203349999
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,378.955024860567
0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,543.406213934121
1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,438.912235410219
0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,436.418843489159
0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,432.188231132986
0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,460.334000241469
1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,550.463525640902
0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,496.268917596495
0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,445.650085473083
1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,589.35043915189
0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,495.694346766949
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,370.927673740659
1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,594.468261561686
0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,493.481847667684
1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,535.600848558307
0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,516.393072303573
