CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;CO_PROVA;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;IN_ITEM_ADAPTADO;ANO;IN_ENCCEJA;IN_ENEM;OCRSearch;theta_065;theta_080;theta_099;PercentEspAcerto;imagAPI
13;MT;79605;C;6;Matemática Amarela PPL;0;;1.001;1.2386;0.3359;Amarela;0;2017;1;0;N/A;623.8906383514404;707.9546451568604;1041.5093898773193;66.8;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79605.png
20;MT;79616;C;21;Matemática Amarela REGULAR;0;;1.0028;1.6231;0.1991;Amarela;0;2017;1;0;N/A;662.3356342315674;772.0129489898682;1098.1481075286865;59.96;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79616.png
23;CN;79649;C;18;Natureza Rosa PPL;0;;0.6337;2.518;0.1427;Rosa;0;2017;1;0;N/A;751.837968826294;939.5592212677002;1452.364206314087;57.14;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79649.png
9;CN;79653;D;8;Natureza Rosa PPL;0;;1.064;2.0947;0.1821;Rosa;0;2017;1;0;N/A;709.4471454620361;815.4861927032471;1122.2379207611084;59.1;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79653.png
20;MT;79654;B;30;Matemática Amarela PPL;0;;0.8638;0.9967;0.2353;Amarela;0;2017;1;0;N/A;599.6387004852295;719.8350429534912;1100.217580795288;61.76;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79654.png
26;CH;79671;D;21;Humanas Azul PPL;0;;1.0213;1.0403;0.302;Azul;0;2017;1;0;N/A;604.0303707122803;693.3562755584717;1018.3255672454834;65.1;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79671.png
13;CN;79688;B;11;Natureza Rosa REGULAR;0;;1.0074;1.0049;0.169;Rosa;0;2017;1;0;N/A;600.4898548126221;714.5445346832275;1038.0451679229736;58.45;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79688.png
6;CN;79707;D;23;Natureza Rosa PPL;0;;1.2765;3.5278;0.1523;Rosa;0;2017;1;0;N/A;852.7605533599854;944.8378086090088;1199.6715068817139;57.61;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79707.png
28;MT;79710;C;23;Matemática Amarela REGULAR;0;;1.0721;1.9746;0.2755;Amarela;0;2017;1;0;N/A;697.4856853485107;787.3885631561279;1095.6494808197021;63.78;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79710.png
16;MT;79719;A;3;Matemática Amarela REGULAR;0;;1.4876;1.564;0.1388;Amarela;0;2017;1;0;N/A;656.3990116119385;736.7794513702393;955.1398754119873;56.94;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79719.png
18;CH;79749;A;9;Humanas Azul REGULAR;0;;1.0336;0.895;0.2217;Azul;0;2017;1;0;N/A;589.4749164581299;692.2261714935303;1009.5469951629639;61.08;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79749.png
30;CH;79750;B;29;Humanas Azul PPL;0;;1.6778;1.3461;0.2458;Azul;0;2017;1;0;N/A;634.6099376678467;695.3566074371338;891.4773464202881;62.29;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79750.png
10;MT;79770;B;7;Matemática Amarela PPL;0;;1.0009;2.8546;0.2119;Amarela;0;2017;1;0;N/A;785.4859828948975;893.2201862335205;1220.4949855804443;60.6;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79770.png
12;MT;79822;B;22;Matemática Amarela REGULAR;0;;0.7522;1.1699;0.1171;Amarela;0;2017;1;0;N/A;617.0194149017334;780.2479267120361;1211.144208908081;55.86;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79822.png
24;CN;79832;D;15;Natureza Rosa REGULAR;0;;1.5575;2.238;0.199;Rosa;0;2017;1;0;N/A;723.7999439239502;794.4433689117432;1004.4233798980713;59.95;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79832.png
7;MT;79839;A;13;Matemática Amarela PPL;0;;1.3868;2.855;0.1565;Amarela;0;2017;1;0;N/A;785.4835987091064;869.7669506072998;1104.4399738311768;57.82;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79839.png
26;MT;79840;D;18;Matemática Amarela REGULAR;0;;1.3086;1.9042;0.1071;Amarela;0;2017;1;0;N/A;690.4380321502686;785.3739261627197;1032.8190326690674;55.36;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79840.png
16;LC;79842;A;16;Linguagens Branco REGULAR;0;;0.8795;1.8596;0.1906;Branco;0;2017;1;0;N/A;685.9605312347412;812.6418590545654;1184.114694595337;59.53;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79842.png
18;MT;79866;C;25;Matemática Amarela PPL;0;;1.3898;1.081;0.1154;Amarela;0;2017;1;0;N/A;608.100175857544;696.6392993927002;929.8150539398193;55.77;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79866.png
24;MT;79870;B;26;Matemática Amarela PPL;0;;0.7114;2.1112;0.1903;Amarela;0;2017;1;0;N/A;711.0850811004639;867.804765701294;1327.0394802093506;59.51;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79870.png
14;MT;79871;D;15;Matemática Amarela PPL;0;;1.3884;2.5862;0.1645;Amarela;0;2017;1;0;N/A;758.6019039154053;841.8886661529541;1076.4973163604736;58.22;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79871.png
14;MT;79933;C;28;Matemática Amarela REGULAR;0;;1.5011;1.2415;0.2473;Amarela;0;2017;1;0;N/A;624.131441116333;691.8661594390869;911.1206531524658;62.36;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79933.png
3;MT;79941;D;12;Matemática Amarela PPL;0;;1.1569;2.9871;0.1932;Amarela;0;2017;1;0;N/A;798.7110614776611;894.6459293365479;1177.1361827850342;59.66;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79941.png
28;MT;79942;A;22;Matemática Amarela PPL;0;;0.7504;2.0495;0.1962;Amarela;0;2017;1;0;N/A;704.9505710601807;852.1955013275146;1287.872076034546;59.81;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79942.png
22;MT;79948;D;3;Matemática Amarela PPL;0;;1.2767;0.8885;0.1375;Amarela;0;2017;1;0;N/A;588.8693332672119;682.6632022857666;937.0582103729248;56.88;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79948.png
1;MT;79954;A;8;Matemática Amarela PPL;0;;1.0715;1.6015;0.2716;Amarela;0;2017;1;0;N/A;660.149335861206;750.8199214935303;1059.0713024139404;63.58;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79954.png
8;MT;79956;C;17;Matemática Amarela PPL;0;;1.2426;1.7145;0.1952;Amarela;0;2017;1;0;N/A;671.4503765106201;760.5044841766357;1023.5755443572998;59.76;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79956.png
17;CH;79988;D;12;Humanas Azul PPL;0;;0.9625;0.5884;0.142;Azul;0;2017;1;0;N/A;558.8405132293701;682.567834854126;1020.1685428619385;57.1;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79988.png
22;CN;80028;C;16;Natureza Rosa PPL;0;;1.386;2.996;0.2323;Rosa;0;2017;1;0;N/A;799.5812892913818;874.8714923858643;1111.8428707122803;61.61;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80028.png
17;MT;80056;B;14;Matemática Amarela PPL;0;;1.2727;2.6351;0.2558;Amarela;0;2017;1;0;N/A;763.5109424591064;842.1604633331299;1101.0758876800537;62.79;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80056.png
29;MT;80058;D;9;Matemática Amarela REGULAR;0;;1.0935;3.5135;0.149;Amarela;0;2017;1;0;N/A;851.3491153717041;959.2788219451904;1256.6535472869873;57.45;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80058.png
19;MT;80059;B;10;Matemática Amarela PPL;0;;1.9964;2.4786;0.2153;Amarela;0;2017;1;0;N/A;747.8468418121338;801.59592628479;965.7471179962158;60.76;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80059.png
15;CN;80126;D;16;Natureza Rosa REGULAR;0;;1.4097;1.0415;0.1878;Rosa;0;2017;1;0;N/A;604.149580001831;683.5095882415771;915.1928424835205;59.39;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80126.png
10;CN;80133;C;19;Natureza Rosa PPL;0;;1.8685;2.9677;0.2086;Rosa;0;2017;1;0;N/A;796.7703342437744;854.7942638397217;1030.0319194793701;60.43;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80133.png
16;CN;80152;A;8;Natureza Rosa REGULAR;0;;1.0136;1.3935;0.2426;Rosa;0;2017;1;0;N/A;639.3496990203857;740.4701709747314;1064.96262550354;62.13;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80152.png
27;LC;80205;D;27;Linguagens Branco REGULAR;0;;0.8955;2.1204;0.1414;Branco;0;2017;1;0;N/A;712.0411396026611;845.1263904571533;1207.9637050628662;57.07;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80205.png
28;LC;80230;C;28;Linguagens Branco REGULAR;0;;1.7809;1.1191;0.2047;Branco;0;2017;1;0;N/A;611.8957996368408;673.1574535369873;856.9257259368896;60.23;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80230.png
21;CN;80276;A;28;Natureza Rosa PPL;0;;1.0529;0.5817;0.2074;Rosa;0;2017;1;0;N/A;558.1705570220947;661.3318920135498;972.2678661346436;60.37;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80276.png
13;MT;80284;C;15;Matemática Amarela REGULAR;0;;1.1056;2.6812;0.2894;Amarela;0;2017;1;0;N/A;768.1195735931396;852.8940677642822;1152.4670124053955;64.47;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80284.png
13;LC;80302;B;16;Linguagens Branco PPL;0;;2.541;1.6935;0.1598;Branco;0;2017;1;0;N/A;669.3499088287354;715.1381969451904;843.2619571685791;57.99;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80302.png
9;CN;80361;A;12;Natureza Rosa REGULAR;0;;0.9494;0.8475;0.1679;Rosa;0;2017;1;0;N/A;584.7756862640381;705.9566974639893;1049.1769313812256;58.4;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80361.png
21;CN;80398;D;17;Natureza Rosa REGULAR;0;;0.7661;1.4379;0.1751;Rosa;0;2017;1;0;N/A;643.822431564331;792.5002574920654;1218.1894779205322;58.76;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80398.png
7;LC;80420;C;7;Linguagens Branco REGULAR;0;;1.8446;1.6222;0.1997;Branco;0;2017;1;0;N/A;662.2068881988525;721.8043804168701;899.1186618804932;59.98;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80420.png
4;LC;80427;C;4;Linguagens Branco REGULAR;0;;0.6639;1.4572;0.1628;Branco;0;2017;1;0;N/A;645.7202434539795;820.2593326568604;1310.7984066009521;58.14;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80427.png
7;LC;80468;C;25;Linguagens Branco PPL;0;;0.9477;2.5069;0.2143;Branco;0;2017;1;0;N/A;750.7174015045166;864.0687465667725;1209.8209857940674;60.72;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80468.png
8;CN;80471;B;7;Natureza Rosa PPL;0;;1.1047;3.2409;0.1905;Rosa;0;2017;1;0;N/A;824.1121768951416;924.9608516693115;1220.7047939300537;59.53;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80471.png
4;CN;80475;B;18;Natureza Rosa REGULAR;0;;1.1519;3.306;0.24;Rosa;0;2017;1;0;N/A;830.5995464324951;919.9850559234619;1205.4150104522705;62.0;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80475.png
30;CN;80502;C;19;Natureza Rosa REGULAR;0;;0.8764;1.8101;0.1886;Rosa;0;2017;1;0;N/A;681.0109615325928;808.5124492645264;1181.213140487671;59.43;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80502.png
29;LC;80523;A;28;Linguagens Branco REGULAR;0;;2.2553;1.3869;0.2396;Branco;0;2017;1;0;N/A;638.6892795562744;684.3750476837158;830.1513195037842;61.98;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80523.png
25;CN;80524;B;6;Natureza Rosa REGULAR;0;;0.6697;1.5323;0.2883;Rosa;0;2017;1;0;N/A;653.270959854126;793.503999710083;1287.9793643951416;64.42;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80524.png
1;LC;80535;B;1;Linguagens Branco REGULAR;0;;1.2333;0.9265;0.176;Branco;0;2017;1;0;N/A;592.6506519317627;684.9091053009033;949.3653774261475;58.8;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80535.png
20;LC;80565;B;20;Linguagens Branco REGULAR;0;;1.3727;0.8774;0.2532;Branco;0;2017;1;0;N/A;587.7392292022705;661.0100269317627;900.9711742401123;62.66;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80565.png
26;CN;80571;C;1;Natureza Rosa REGULAR;0;;1.4622;2.2299;0.2326;Rosa;0;2017;1;0;N/A;722.9893207550049;794.3027019500732;1018.9359188079834;61.63;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80571.png
13;CN;80572;C;5;Natureza Rosa PPL;0;;0.7342;2.7394;0.3472;Rosa;0;2017;1;0;N/A;773.9393711090088;885.2355480194092;1340.984582901001;67.36;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80572.png
28;CN;80573;C;6;Natureza Rosa PPL;0;;0.9911;0.9906;0.2316;Rosa;0;2017;1;0;N/A;599.0593433380127;704.4498920440674;1035.808801651001;61.58;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80573.png
17;CN;80603;A;20;Natureza Rosa REGULAR;0;;1.4218;1.4552;0.182;Rosa;0;2017;1;0;N/A;645.5199718475342;724.8680591583252;954.4222354888916;59.1;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80603.png
21;LC;80606;C;9;Linguagens Branco PPL;0;;0.7279;0.8717;0.2273;Branco;0;2017;1;0;N/A;587.1336460113525;731.701135635376;1182.6198101043701;61.36;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80606.png
9;LC;80607;B;9;Linguagens Branco REGULAR;0;;1.3798;0.229;0.2275;Branco;0;2017;1;0;N/A;522.9179859161377;599.1213321685791;837.0058536529541;61.38;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80607.png
17;CN;80611;A;11;Natureza Rosa PPL;0;;1.018;1.7201;0.2666;Rosa;0;2017;1;0;N/A;672.0106601715088;768.3699131011963;1092.578649520874;63.33;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80611.png
6;CN;80642;C;20;Natureza Rosa REGULAR;0;;1.4697;3.3023;0.2004;Rosa;0;2017;1;0;N/A;830.2299976348877;904.9360752105713;1127.4974346160889;60.02;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80642.png
14;CN;80665;C;17;Natureza Rosa PPL;0;;0.8579;2.8605;0.3402;Rosa;0;2017;1;0;N/A;786.0510349273682;883.0873966217041;1272.5965976715088;67.01;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80665.png
5;CN;80685;A;3;Natureza Rosa REGULAR;0;;0.8362;0.3106;0.2185;Rosa;0;2017;1;0;N/A;531.0289859771729;658.6949825286865;1050.762414932251;60.92;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80685.png
7;CN;80687;D;7;Natureza Rosa REGULAR;0;;1.0019;0.4805;0.1675;Rosa;0;2017;1;0;N/A;548.0735301971436;662.9674434661865;988.1894588470459;58.38;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80687.png
11;CN;80695;C;24;Natureza Rosa PPL;0;;1.0081;1.6271;0.1521;Rosa;0;2017;1;0;N/A;662.6861095428467;779.308557510376;1101.9842624664307;57.6;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80695.png
27;CN;80715;C;29;Natureza Rosa REGULAR;0;;0.8965;1.6029;0.2954;Rosa;0;2017;1;0;N/A;660.290002822876;763.5180950164795;1133.324384689331;64.77;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80715.png
3;CN;80758;C;30;Natureza Rosa REGULAR;0;;1.5626;0.0284;0.1756;Rosa;0;2017;1;0;N/A;502.8407573699951;575.6967067718506;784.4130992889404;58.78;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80758.png
5;CN;80961;B;30;Natureza Rosa PPL;0;;0.9762;0.6572;0.1755;Rosa;0;2017;1;0;N/A;565.7451152801514;682.3604106903076;1016.4468288421631;58.78;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/80961.png
23;CN;81028;C;17;Natureza Rosa REGULAR;0;;0.7448;1.3899;0.2386;Rosa;0;2017;1;0;N/A;638.9896869659424;777.5657176971436;1218.923807144165;61.93;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/81028.png
27;CN;81038;D;24;Natureza Rosa PPL;0;;0.826;2.1993;0.173;Rosa;0;2017;1;0;N/A;719.9304103851318;858.2632541656494;1252.9866695404053;58.65;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/81038.png
30;CN;81063;C;12;Natureza Rosa PPL;0;;0.9644;1.0197;0.2662;Rosa;0;2017;1;0;N/A;601.9704341888428;703.7632465362549;1045.9702014923096;63.31;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/81063.png
4;CN;81171;B;1;Natureza Rosa PPL;0;;1.1111;3.6439;0.2938;Rosa;0;2017;1;0;N/A;864.3906116485596;947.9658603668213;1246.2680339813232;64.69;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/81171.png
25;CN;81201;A;17;Natureza Rosa PPL;0;;0.8589;2.2748;0.2137;Rosa;0;2017;1;0;N/A;727.4501323699951;852.70094871521;1234.168291091919;60.68;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/81201.png
21;MT;81282;D;11;Matemática Amarela REGULAR;0;;1.4843;3.0981;0.2149;Amarela;0;2017;1;0;N/A;809.7927570343018;882.1313381195068;1102.9045581817627;60.74;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/81282.png
5;MT;81284;D;19;Matemática Amarela REGULAR;0;;1.3516;2.268;0.2088;Amarela;0;2017;1;0;N/A;726.7992496490479;806.9889545440674;1049.250841140747;60.44;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/81284.png
23;MT;81286;C;5;Matemática Amarela REGULAR;0;;1.5541;3.1251;0.2473;Amarela;0;2017;1;0;N/A;812.4940395355225;877.9184818267822;1089.6937847137451;62.36;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/81286.png
26;MT;81288;B;24;Matemática Amarela PPL;0;;1.1707;0.8464;0.1175;Amarela;0;2017;1;0;N/A;584.6588611602783;689.4867420196533;966.3574695587158;55.88;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/81288.png
15;MT;81290;B;18;Matemática Amarela PPL;0;;1.239;1.6772;0.3162;Amarela;0;2017;1;0;N/A;667.7191257476807;739.0158176422119;1007.5371265411377;65.81;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/81290.png
29;MT;81296;B;27;Matemática Amarela PPL;0;;1.9206;1.8673;0.1842;Amarela;0;2017;1;0;N/A;686.7306232452393;745.283842086792;915.264368057251;59.21;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/81296.png
22;MT;81304;D;16;Matemática Amarela REGULAR;0;;1.9275;1.6506;0.0963;Amarela;0;2017;1;0;N/A;665.0702953338623;730.327844619751;898.1482982635498;54.82;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/81304.png
25;MT;81311;A;20;Matemática Amarela REGULAR;0;;1.5399;3.2971;0.2267;Amarela;0;2017;1;0;N/A;829.7269344329834;898.0958461761475;1111.2253665924072;61.34;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/81311.png
1;MT;81317;C;8;Matemática Amarela REGULAR;0;;1.9236;2.1144;0.1174;Amarela;0;2017;1;0;N/A;711.4403247833252;775.2578258514404;943.7601566314697;55.87;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/81317.png
