CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,CO_PROVA,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,TP_LINGUA,TP_CERTIFICACAO,IN_ITEM_ADAPTADO
31,HG,35063,C,H2,202020,0,,0.86184,-0.55261,0.18578,Azul,,1,0
31,HG,35063,C,H2,202044,0,,0.86184,-0.55261,0.18578,Azul,,1,0
32,HG,35068,B,H3,202044,0,,1.11212,0.2666,0.21313,Azul,,1,0
32,HG,35068,B,H3,202020,0,,1.11212,0.2666,0.21313,Azul,,1,0
16,CI,35069,A,H16,202041,0,,0.81666,0.58782,0.20324,Rosa,,1,0
16,CI,35069,A,H16,202017,0,,0.81666,0.58782,0.20324,Rosa,,1,0
8,CI,35073,B,H8,202017,0,,0.91306,1.60975,0.28608,Rosa,,1,0
8,CI,35073,B,H8,202041,0,,0.91306,1.60975,0.28608,Rosa,,1,0
9,CI,35075,D,H9,202017,0,,0.89564,1.6021,0.27494,Rosa,,1,0
9,CI,35075,D,H9,202041,0,,0.89564,1.6021,0.27494,Rosa,,1,0
12,CI,35079,A,H12,202041,0,,0.55942,-0.38945,0.2515,Rosa,,1,0
12,CI,35079,A,H12,202017,0,,0.55942,-0.38945,0.2515,Rosa,,1,0
37,HG,35084,C,H11,202044,0,,0.93924,1.44775,0.14081,Azul,,1,0
37,HG,35084,C,H11,202020,0,,0.93924,1.44775,0.14081,Azul,,1,0
7,LP,35094,D,H9,202043,0,,1.21858,1.24144,0.1673,Cinza,,1,0
7,LP,35094,D,H9,202019,0,,1.21858,1.24144,0.1673,Cinza,,1,0
31,MA,35099,D,H1,202018,0,,1.15157,3.67716,0.11838,Amarela,,1,0
31,MA,35099,D,H1,202042,0,,1.15157,3.67716,0.11838,Amarela,,1,0
30,LP,35104,C,H11,202019,0,,1.1662,2.0727,0.20486,Cinza,,1,0
30,LP,35104,C,H11,202043,0,,1.1662,2.0727,0.20486,Cinza,,1,0
15,CI,35118,C,H15,202001,0,,1.17047,-0.67562,0.18885,Rosa,,1,0
15,CI,35118,C,H15,202005,0,,1.17047,-0.67562,0.18885,Rosa - Ledor,,1,1
47,HG,35128,C,H16,202008,0,,1.025,3.17452,0.32177,Azul - Ledor,,1,1
47,HG,35128,C,H16,202004,0,,1.025,3.17452,0.32177,Azul,,1,0
19,CI,35137,D,H19,202041,0,,1.12409,-0.8222,0.23687,Rosa,,1,0
19,CI,35137,D,H19,202017,0,,1.12409,-0.8222,0.23687,Rosa,,1,0
2,LP,35151,B,H5,202019,0,,1.38269,1.14943,0.21291,Cinza,1,1,0
2,LP,35151,B,H5,202043,0,,1.38269,1.14943,0.21291,Cinza,1,1,0
27,CI,35169,D,H27,202017,0,,0.82215,0.33668,0.16174,Rosa,,1,0
27,CI,35169,D,H27,202041,0,,0.82215,0.33668,0.16174,Rosa,,1,0
1,CI,35173,D,H1,202017,0,,0.83378,2.71897,0.24532,Rosa,,1,0
1,CI,35173,D,H1,202041,0,,0.83378,2.71897,0.24532,Rosa,,1,0
42,MA,35179,B,H25,202042,0,,1.75561,2.24517,0.14202,Amarela,,1,0
42,MA,35179,B,H25,202018,0,,1.75561,2.24517,0.14202,Amarela,,1,0
56,MA,35182,D,H27,202018,0,,1.29433,2.09547,0.20648,Amarela,,1,0
56,MA,35182,D,H27,202042,0,,1.29433,2.09547,0.20648,Amarela,,1,0
13,LP,35183,C,H23,202043,0,,1.10855,1.66271,0.20906,Cinza,,1,0
13,LP,35183,C,H23,202019,0,,1.10855,1.66271,0.20906,Cinza,,1,0
54,HG,35198,C,H29,202020,0,,1.84107,1.66877,0.23472,Azul,,1,0
54,HG,35198,C,H29,202044,0,,1.84107,1.66877,0.23472,Azul,,1,0
46,HG,35203,B,H19,202044,0,,0.80708,0.41991,0.20881,Azul,,1,0
46,HG,35203,B,H19,202020,0,,0.80708,0.41991,0.20881,Azul,,1,0
19,LP,35206,B,H25,202003,0,,0.92649,0.5756,0.17898,Cinza,,1,0
19,LP,35206,B,H25,202007,0,,0.92649,0.5756,0.17898,Cinza - Ledor,,1,1
1,LP,35213,A,H4,202043,0,,0.67816,0.66838,0.19118,Cinza,0,1,0
1,LP,35213,A,H4,202019,0,,0.67816,0.66838,0.19118,Cinza,0,1,0
44,HG,35226,B,H16,202044,0,,0.68677,0.76321,0.17933,Azul,,1,0
44,HG,35226,B,H16,202020,0,,0.68677,0.76321,0.17933,Azul,,1,0
38,HG,35227,B,H8,202044,0,,2.40589,1.85036,0.15961,Azul,,1,0
38,HG,35227,B,H8,202020,0,,2.40589,1.85036,0.15961,Azul,,1,0
49,HG,35228,C,H26,202044,0,,1.13735,1.32548,0.26521,Azul,,1,0
49,HG,35228,C,H26,202020,0,,1.13735,1.32548,0.26521,Azul,,1,0
23,CI,35229,C,H7,202041,0,,0.65686,1.62727,0.32009,Rosa,,1,0
23,CI,35229,C,H7,202017,0,,0.65686,1.62727,0.32009,Rosa,,1,0
36,HG,35231,D,H10,202044,0,,1.31167,0.38934,0.26179,Azul,,1,0
36,HG,35231,D,H10,202020,0,,1.31167,0.38934,0.26179,Azul,,1,0
58,HG,35244,A,H16,202020,0,,0.97202,0.95613,0.22642,Azul,,1,0
58,HG,35244,A,H16,202044,0,,0.97202,0.95613,0.22642,Azul,,1,0
45,HG,35245,D,H17,202020,0,,1.48951,1.09908,0.22138,Azul,,1,0
45,HG,35245,D,H17,202044,0,,1.48951,1.09908,0.22138,Azul,,1,0
17,CI,35253,C,H17,202005,0,,0.54255,0.58024,0.21907,Rosa - Ledor,,1,1
17,CI,35253,C,H17,202001,0,,0.54255,0.58024,0.21907,Rosa,,1,0
48,HG,35276,C,H22,202044,0,,0.87524,0.78682,0.15797,Azul,,1,0
48,HG,35276,C,H22,202020,0,,0.87524,0.78682,0.15797,Azul,,1,0
43,HG,35277,A,H15,202020,0,,0.89286,1.92992,0.20671,Azul,,1,0
43,HG,35277,A,H15,202044,0,,0.89286,1.92992,0.20671,Azul,,1,0
52,HG,35283,C,H27,202020,0,,0.69018,1.26442,0.2836,Azul,,1,0
52,HG,35283,C,H27,202044,0,,0.69018,1.26442,0.2836,Azul,,1,0
59,HG,35285,C,H17,202020,0,,1.45793,1.52079,0.21264,Azul,,1,0
59,HG,35285,C,H17,202044,0,,1.45793,1.52079,0.21264,Azul,,1,0
2,CN,35309,A,H3,202021,0,,0.77596,1.03098,0.20352,Rosa,,2,0
2,CN,35309,A,H3,202045,0,,0.77596,1.03098,0.20352,Rosa,,2,0
4,CN,35311,C,H5,202045,0,,1.30294,0.78248,0.17716,Rosa,,2,0
4,CN,35311,C,H5,202021,0,,1.30294,0.78248,0.17716,Rosa,,2,0
10,CN,35316,D,H10,202013,0,,0.72936,0.8028,0.16825,Rosa - Ledor,,2,1
10,CN,35316,D,H10,202009,0,,0.72936,0.8028,0.16825,Rosa,,2,0
9,CN,35317,A,H11,202021,0,,1.09708,1.07174,0.23152,Rosa,,2,0
9,CN,35317,A,H11,202045,0,,1.09708,1.07174,0.23152,Rosa,,2,0
48,MT,35323,D,H5,202046,0,,0.71558,2.26197,0.1858,Amarela,,2,0
48,MT,35323,D,H5,202022,0,,0.71558,2.26197,0.1858,Amarela,,2,0
59,MT,35330,B,H12,202022,0,,1.4985,2.8429,0.247,Amarela,,2,0
59,MT,35330,B,H12,202046,0,,1.4985,2.8429,0.247,Amarela,,2,0
11,CN,35335,A,H14,202045,0,,0.97691,1.15115,0.28175,Rosa,,2,0
11,CN,35335,A,H14,202021,0,,0.97691,1.15115,0.28175,Rosa,,2,0
17,CN,35339,A,H17,202013,0,,0.49351,2.00662,0.22569,Rosa - Ledor,,2,1
17,CN,35339,A,H17,202009,0,,0.49351,2.00662,0.22569,Rosa,,2,0
16,CN,35342,C,H20,202045,0,,0.92719,1.98143,0.31418,Rosa,,2,0
16,CN,35342,C,H20,202021,0,,0.92719,1.98143,0.31418,Rosa,,2,0
19,CN,35346,C,H24,202021,0,,1.60153,1.1664,0.21291,Rosa,,2,0
19,CN,35346,C,H24,202045,0,,1.60153,1.1664,0.21291,Rosa,,2,0
38,MT,35350,C,H16,202014,0,,1.70913,0.69221,0.15387,Amarela - Ledor,,2,1
38,MT,35350,C,H16,202010,0,,1.70913,0.69221,0.15387,Amarela,,2,0
30,CN,35371,C,H30,202009,0,,0.76497,0.69392,0.20462,Rosa,,2,0
30,CN,35371,C,H30,202013,0,,0.76497,0.69392,0.20462,Rosa - Ledor,,2,1
21,CN,35373,C,H28,202021,0,,0.85562,0.83334,0.21723,Rosa,,2,0
21,CN,35373,C,H28,202045,0,,0.85562,0.83334,0.21723,Rosa,,2,0
3,CN,35380,D,H4,202045,0,,1.23396,1.97164,0.27273,Rosa,,2,0
3,CN,35380,D,H4,202021,0,,1.23396,1.97164,0.27273,Rosa,,2,0
29,CN,35382,C,H20,202021,0,,1.06196,1.85677,0.21416,Rosa,,2,0
29,CN,35382,C,H20,202045,0,,1.06196,1.85677,0.21416,Rosa,,2,0
57,MT,35385,B,H26,202046,0,,0.72551,3.13112,0.31804,Amarela,,2,0
57,MT,35385,B,H26,202022,0,,0.72551,3.13112,0.31804,Amarela,,2,0
34,MT,35390,D,H30,202014,0,,1.67539,2.14985,0.12545,Amarela - Ledor,,2,1
31,MT,35391,C,H1,202046,0,,1.12864,0.59172,0.3024,Amarela,,2,0
31,MT,35391,C,H1,202022,0,,1.12864,0.59172,0.3024,Amarela,,2,0
40,MT,35392,C,H2,202014,0,,1.66076,0.9807,0.14945,Amarela - Ledor,,2,1
40,MT,35392,C,H2,202010,0,,1.66076,0.9807,0.14945,Amarela,,2,0
53,MT,35394,B,H4,202046,0,,1.78228,3.23802,0.19928,Amarela,,2,0
53,MT,35394,B,H4,202022,0,,1.78228,3.23802,0.19928,Amarela,,2,0
8,CN,35401,C,H10,202021,0,,0.86218,0.84215,0.19192,Rosa,,2,0
8,CN,35401,C,H10,202045,0,,0.86218,0.84215,0.19192,Rosa,,2,0
14,CN,35407,B,H17,202021,0,,0.85242,1.87216,0.18898,Rosa,,2,0
14,CN,35407,B,H17,202045,0,,0.85242,1.87216,0.18898,Rosa,,2,0
36,MT,35417,A,H13,202022,0,,0.87804,2.91105,0.16374,Amarela,,2,0
36,MT,35417,A,H13,202046,0,,0.87804,2.91105,0.16374,Amarela,,2,0
40,MT,35418,C,H14,202022,0,,1.08746,3.89238,0.22699,Amarela,,2,0
40,MT,35418,C,H14,202046,0,,1.08746,3.89238,0.22699,Amarela,,2,0
17,CN,35426,C,H22,202045,0,,1.18468,1.9582,0.19164,Rosa,,2,0
17,CN,35426,C,H22,202021,0,,1.18468,1.9582,0.19164,Rosa,,2,0
18,CN,35427,D,H23,202021,0,,1.0795,1.63719,0.17741,Rosa,,2,0
18,CN,35427,D,H23,202045,0,,1.0795,1.63719,0.17741,Rosa,,2,0
28,CN,35432,C,H28,202013,0,,1.2242,1.25144,0.15445,Rosa - Ledor,,2,1
28,CN,35432,C,H28,202009,0,,1.2242,1.25144,0.15445,Rosa,,2,0
22,CI,35451,D,H22,202017,0,,0.63238,1.44934,0.18246,Rosa,,1,0
22,CI,35451,D,H22,202041,0,,0.63238,1.44934,0.18246,Rosa,,1,0
26,CI,35455,C,H26,202041,0,,0.80474,2.20157,0.25464,Rosa,,1,0
26,CI,35455,C,H26,202017,0,,0.80474,2.20157,0.25464,Rosa,,1,0
42,HG,35475,A,H15,202020,0,,0.64951,-0.31358,0.22095,Azul,,1,0
42,HG,35475,A,H15,202044,0,,0.64951,-0.31358,0.22095,Azul,,1,0
52,MA,35476,B,H26,202018,0,,1.55546,2.19623,0.28494,Amarela,,1,0
52,MA,35476,B,H26,202042,0,,1.55546,2.19623,0.28494,Amarela,,1,0
36,MA,35482,B,H28,202002,0,,0.97439,2.79437,0.21933,Amarela,,1,0
36,MA,35482,B,H28,202006,0,,0.97439,2.79437,0.21933,Amarela - Ledor,,1,1
32,CH,35515,C,H2,202016,0,,1.07458,1.8232,0.18359,Azul - Ledor,,2,1
32,CH,35515,C,H2,202012,0,,1.07458,1.8232,0.18359,Azul,,2,0
34,CH,35521,D,H4,202048,0,,0.81401,2.03798,0.1847,Azul,,2,0
34,CH,35521,D,H4,202024,0,,0.81401,2.03798,0.1847,Azul,,2,0
34,CH,35523,D,H5,202016,0,,1.00178,0.41208,0.26663,Azul - Ledor,,2,1
34,CH,35523,D,H5,202012,0,,1.00178,0.41208,0.26663,Azul,,2,0
38,CH,35531,C,H8,202024,0,,1.30837,2.82588,0.29763,Azul,,2,0
38,CH,35531,C,H8,202048,0,,1.30837,2.82588,0.29763,Azul,,2,0
24,CI,35563,D,H24,202017,0,,0.766,-0.82651,0.2093,Rosa,,1,0
24,CI,35563,D,H24,202041,0,,0.766,-0.82651,0.2093,Rosa,,1,0
4,CI,35628,B,H4,202041,0,,1.06876,-0.11226,0.1369,Rosa,,1,0
4,CI,35628,B,H4,202017,0,,1.06876,-0.11226,0.1369,Rosa,,1,0
21,LC,35700,A,H23,202023,0,,1.05512,0.78854,0.21077,Branco,,2,0
21,LC,35700,A,H23,202047,0,,1.05512,0.78854,0.21077,Branco,,2,0
11,LC,35709,A,H11,202023,0,,1.22025,0.51041,0.20817,Branco,,2,0
11,LC,35709,A,H11,202047,0,,1.22025,0.51041,0.20817,Branco,,2,0
53,CH,35780,A,H23,202048,0,,0.87902,0.76159,0.16394,Azul,,2,0
53,CH,35780,A,H23,202024,0,,0.87902,0.76159,0.16394,Azul,,2,0
8,LC,35856,C,H17,202023,0,,1.81777,2.49201,0.16474,Branco,,2,0
8,LC,35856,C,H17,202047,0,,1.81777,2.49201,0.16474,Branco,,2,0
24,LC,35858,A,H1,202015,0,,1.03051,0.64365,0.23458,Branco - Ledor,,2,1
24,LC,35858,A,H1,202011,0,,1.03051,0.64365,0.23458,Branco,,2,0
25,LC,35860,D,H19,202011,0,,0.72625,3.20655,0.5,Branco,,2,0
25,LC,35860,D,H19,202015,0,,0.72625,3.20655,0.5,Branco - Ledor,,2,1
27,LC,35869,A,H23,202015,0,,0.31433,-0.2344,0.02624,Branco - Ledor,,2,1
27,LC,35869,A,H23,202011,0,,0.31433,-0.2344,0.02624,Branco,,2,0
24,LC,35872,D,H24,202023,0,,1.16851,1.39086,0.31138,Branco,,2,0
24,LC,35872,D,H24,202047,0,,1.16851,1.39086,0.31138,Branco,,2,0
35,CH,35900,D,H5,202048,0,,0.82324,1.41464,0.20136,Azul,,2,0
35,CH,35900,D,H5,202024,0,,0.82324,1.41464,0.20136,Azul,,2,0
25,LC,35958,D,H25,202023,0,,0.84977,1.4572,0.15787,Branco,,2,0
25,LC,35958,D,H25,202047,0,,0.84977,1.4572,0.15787,Branco,,2,0
23,LC,35961,D,H27,202015,0,,1.8796,1.81573,0.19066,Branco - Ledor,,2,1
23,LC,35961,D,H27,202011,0,,1.8796,1.81573,0.19066,Branco,,2,0
51,CH,35967,D,H21,202024,0,,1.31045,0.91602,0.19391,Azul,,2,0
51,CH,35967,D,H21,202048,0,,1.31045,0.91602,0.19391,Azul,,2,0
28,LC,35968,A,H30,202023,0,,2.85905,1.49077,0.24229,Branco,,2,0
28,LC,35968,A,H30,202047,0,,2.85905,1.49077,0.24229,Branco,,2,0
52,CH,35969,A,H22,202048,0,,1.02306,0.98588,0.15858,Azul,,2,0
52,CH,35969,A,H22,202024,0,,1.02306,0.98588,0.15858,Azul,,2,0
40,CH,36023,D,H10,202024,0,,0.75018,0.87949,0.1975,Azul,,2,0
40,CH,36023,D,H10,202048,0,,0.75018,0.87949,0.1975,Azul,,2,0
41,CH,36024,D,H11,202012,0,,0.88039,1.22976,0.14793,Azul,,2,0
41,CH,36024,D,H11,202016,0,,0.88039,1.22976,0.14793,Azul - Ledor,,2,1
42,CH,36025,C,H12,202024,0,,0.90281,1.04922,0.27319,Azul,,2,0
42,CH,36025,C,H12,202048,0,,0.90281,1.04922,0.27319,Azul,,2,0
46,CH,36028,A,H14,202048,0,,1.3889,0.50411,0.26533,Azul,,2,0
46,CH,36028,A,H14,202024,0,,1.3889,0.50411,0.26533,Azul,,2,0
45,CH,36030,D,H16,202024,0,,0.98711,1.88959,0.26644,Azul,,2,0
45,CH,36030,D,H16,202048,0,,0.98711,1.88959,0.26644,Azul,,2,0
30,LC,36039,C,H13,202023,0,,1.38044,2.02166,0.23333,Branco,,2,0
30,LC,36039,C,H13,202047,0,,1.38044,2.02166,0.23333,Branco,,2,0
29,LC,36041,C,H14,202047,0,,1.25694,0.32608,0.19215,Branco,,2,0
29,LC,36041,C,H14,202023,0,,1.25694,0.32608,0.19215,Branco,,2,0
29,CN,38506,D,H29,202009,0,,1.56943,2.68987,0.16617,Rosa,,2,0
29,CN,38506,D,H29,202013,0,,1.56943,2.68987,0.16617,Rosa - Ledor,,2,1
60,MT,39640,A,H10,202046,0,,0.73572,2.19481,0.20771,Amarela,,2,0
60,MT,39640,A,H10,202022,0,,0.73572,2.19481,0.20771,Amarela,,2,0
18,CI,39657,D,H18,202017,0,,1.16549,1.91223,0.26588,Rosa,,1,0
18,CI,39657,D,H18,202041,0,,1.16549,1.91223,0.26588,Rosa,,1,0
43,MT,40026,C,H20,202046,0,,1.70856,1.65592,0.23422,Amarela,,2,0
43,MT,40026,C,H20,202022,0,,1.70856,1.65592,0.23422,Amarela,,2,0
48,MA,41444,B,H30,202042,0,,1.1539,2.19221,0.23838,Amarela,,1,0
48,MA,41444,B,H30,202018,0,,1.1539,2.19221,0.23838,Amarela,,1,0
41,HG,41464,C,H14,202044,0,,0.78256,0.50759,0.02485,Azul,,1,0
41,HG,41464,C,H14,202020,0,,0.78256,0.50759,0.02485,Azul,,1,0
3,LP,41480,D,H6,202043,0,,1.65183,1.84825,0.1714,Cinza,1,1,0
3,LP,41480,D,H6,202019,0,,1.65183,1.84825,0.1714,Cinza,1,1,0
47,HG,41504,A,H21,202044,0,,1.1265,1.44609,0.14301,Azul,,1,0
47,HG,41504,A,H21,202020,0,,1.1265,1.44609,0.14301,Azul,,1,0
9,LC,41523,A,H11,202047,0,,1.44913,0.63842,0.15493,Branco,,2,0
9,LC,41523,A,H11,202023,0,,1.44913,0.63842,0.15493,Branco,,2,0
15,LC,41583,B,H18,202023,0,,1.18378,1.93284,0.0941,Branco,,2,0
15,LC,41583,B,H18,202047,0,,1.18378,1.93284,0.0941,Branco,,2,0
55,HG,41589,D,H25,202008,0,,0.59019,0.57028,0.05686,Azul - Ledor,,1,1
55,HG,41589,D,H25,202004,0,,0.59019,0.57028,0.05686,Azul,,1,0
1,CN,41592,B,H2,202045,0,,0.94598,2.22947,0.20834,Rosa,,2,0
1,CN,41592,B,H2,202021,0,,0.94598,2.22947,0.20834,Rosa,,2,0
50,CH,41599,A,H20,202048,0,,1.49461,1.73627,0.16596,Azul,,2,0
50,CH,41599,A,H20,202024,0,,1.49461,1.73627,0.16596,Azul,,2,0
55,MT,41605,C,H15,202022,0,,1.49923,2.50994,0.26595,Amarela,,2,0
55,MT,41605,C,H15,202046,0,,1.49923,2.50994,0.26595,Amarela,,2,0
41,CH,56394,D,H11,202048,0,,1.47758,1.31916,0.17935,Azul,,2,0
41,CH,56394,D,H11,202024,0,,1.47758,1.31916,0.17935,Azul,,2,0
37,CH,56401,C,H7,202016,0,,0.32616,1.31766,0.23781,Azul - Ledor,,2,1
37,CH,56401,C,H7,202012,0,,0.32616,1.31766,0.23781,Azul,,2,0
35,HG,56464,D,H7,202020,0,,0.58022,0.20516,0.09682,Azul,,1,0
35,HG,56464,D,H7,202044,0,,0.58022,0.20516,0.09682,Azul,,1,0
56,HG,56467,D,H23,202044,0,,1.02125,-0.36867,0.04178,Azul,,1,0
56,HG,56467,D,H23,202020,0,,1.02125,-0.36867,0.04178,Azul,,1,0
47,CH,56468,C,H17,202024,0,,0.91963,0.49579,0.22202,Azul,,2,0
47,CH,56468,C,H17,202048,0,,0.91963,0.49579,0.22202,Azul,,2,0
29,CI,56529,B,H29,202041,0,,0.52025,1.91679,0.22976,Rosa,,1,0
29,CI,56529,B,H29,202017,0,,0.52025,1.91679,0.22976,Rosa,,1,0
57,CH,56540,C,H27,202024,0,,0.4799,0.71241,0.19551,Azul,,2,0
57,CH,56540,C,H27,202048,0,,0.4799,0.71241,0.19551,Azul,,2,0
53,HG,56567,B,H28,202044,0,,1.49128,2.14081,0.22508,Azul,,1,0
53,HG,56567,B,H28,202020,0,,1.49128,2.14081,0.22508,Azul,,1,0
34,HG,56569,B,H6,202044,0,,1.53936,2.44476,0.19967,Azul,,1,0
34,HG,56569,B,H6,202020,0,,1.53936,2.44476,0.19967,Azul,,1,0
15,CI,56587,C,H15,202041,0,,0.78414,1.08092,0.22861,Rosa,,1,0
15,CI,56587,C,H15,202017,0,,0.78414,1.08092,0.22861,Rosa,,1,0
44,CH,56605,D,H15,202048,0,,1.97309,2.49251,0.26536,Azul,,2,0
44,CH,56605,D,H15,202024,0,,1.97309,2.49251,0.26536,Azul,,2,0
37,HG,56638,A,H7,202008,0,,0.27332,0.43987,0.17,Azul - Ledor,,1,1
37,HG,56638,A,H7,202004,0,,0.27332,0.43987,0.17,Azul,,1,0
36,CH,56643,A,H6,202012,0,,0.56917,0.7506,0.23752,Azul,,2,0
36,CH,56643,A,H6,202016,0,,0.56917,0.7506,0.23752,Azul - Ledor,,2,1
12,CN,56660,D,H15,202045,0,,1.09222,0.38728,0.1942,Rosa,,2,0
12,CN,56660,D,H15,202021,0,,1.09222,0.38728,0.1942,Rosa,,2,0
20,CN,56700,A,H20,202013,0,,0.82683,0.65031,0.05744,Rosa - Ledor,,2,1
20,CN,56700,A,H20,202009,0,,0.82683,0.65031,0.05744,Rosa,,2,0
